1 22 27 12 183 20 1 213 1 1 27 33 27
2 22 34 26 141 32 29 1 1 1 31 33 27
3 22 30 37 117 13 43 32 1 1 23 33 27
4 22 43 42 148 24 33 1 1 1 32 33 27
5 22 39 41 84 34 121 1 36 7 20 33 27
6 22 28 32 231 30 11 96 19 24 13 33 27
7 22 31 40 167 32 31 1 64 62 19 33 27
8 22 29 32 149 34 94 1 79 96 13 33 28
9 22 30 38 85 24 56 116 83 138 19 33 28
10 22 34 24 107 23 28 69 35 53 14 33 27
11 22 33 27 808 24 16 1 66 72 16 33 27
12 22 33 42 159 26 1 118 61 85 6 33 27
13 22 28 34 1007 31 9 1 1 1 21 33 27
14 22 29 35 122 29 41 150 66 74 19 33 27
15 22 32 36 199 36 44 1 1 1 31 33 27
16 22 29 30 128 36 39 1 66 87 12 33 27
17 22 32 23 144 34 64 1 52 45 14 33 28
18 22 27 29 167 25 49 1 1 1 15 33 27
19 22 32 25 75 24 17 151 14 13 18 34 28
20 22 38 45 134 30 1 1 1 1 18 33 27
21 22 26 21 75 27 1 1 43 47 21 33 27
22 22 32 36 150 24 28 1 1 1 23 33 27
23 22 21 12 185 14 1 1 1 17 11 33 27
24 22 25 23 71 25 24 1 65 59 16 33 27
25 22 37 39 414 39 37 1 1 1 32 33 27
26 22 41 38 379 29 1 1 1 1 31 33 27
27 22 22 16 184 31 1 1 1 1 19 33 27
28 22 29 37 160 37 31 152 55 68 21 33 27
29 22 28 35 301 29 1 83 42 79 11 33 27
30 22 37 45 239 27 46 283 21 9 24 33 27
31 22 31 24 120 28 29 2 25 18 23 33 27
32 22 33 24 341 32 65 1 1 1 30 33 27
33 22 24 19 414 23 7 234 48 55 28 33 27
34 22 31 25 240 20 1 106 1 1 30 33 27
35 22 27 24 131 27 20 304 1 1 32 33 27
36 22 18 7 296 20 3 174 82 155 6 33 27
37 22 33 39 91 33 59 130 56 78 27 34 28
38 22 30 36 217 31 47 167 18 10 22 33 27
39 22 23 14 166 24 55 1 74 104 3 33 27
40 22 25 18 244 27 22 338 29 48 35 34 27
41 22 29 20 157 32 1 1 1 1 18 33 27
42 22 32 38 100 28 22 285 1 1 31 34 27
43 22 31 15 143 36 1 1 1 1 26 33 27
44 22 31 36 159 30 80 5 1 1 13 33 27
45 22 22 27 114 21 41 110 77 120 15 33 27
46 22 26 21 78 22 43 1 1 1 20 33 27
47 22 34 41 86 40 1 1 69 93 17 33 27
48 22 31 38 188 35 1 150 1 1 30 33 27
49 22 30 32 353 26 39 1 1 1 27 33 27
50 22 27 19 154 23 1 1 40 47 6 33 27
51 22 29 30 99 23 17 1 79 90 2 33 27
52 22 40 33 556 25 36 258 1 1 33 33 27
53 22 30 31 146 26 21 9 1 1 25 33 27
54 22 29 34 420 30 98 1 30 18 23 33 27
55 22 36 27 199 34 1 1 1 1 28 33 27
56 22 24 12 113 26 1 1 1 1 33 33 27
57 22 30 19 232 26 6 1 58 90 13 33 27
58 22 24 9 123 27 1 288 1 1 33 33 27
59 22 25 25 257 34 81 1 85 98 2 33 27
60 22 28 34 161 23 40 187 91 140 8 33 27
61 22 33 28 209 24 1 1 1 1 21 33 27
62 22 38 43 232 35 16 1 1 1 30 33 27
63 22 39 41 261 34 8 266 32 36 26 34 27
64 22 41 42 213 27 53 1 23 4 32 34 27
65 22 33 31 256 23 74 236 27 28 28 34 27
66 22 24 24 166 22 53 24 53 80 9 33 27
67 22 37 34 116 42 11 1 1 1 50 33 27
68 22 32 30 87 32 1 64 1 1 15 33 27
69 22 26 35 273 28 4 262 1 1 22 33 27
70 22 36 27 186 35 38 200 1 1 34 33 27
71 22 36 31 294 26 69 1 1 1 22 33 27
72 22 34 43 267 21 17 127 1 1 30 33 27
73 22 26 12 74 24 1 175 1 1 30 33 27
74 22 40 39 259 20 2 177 1 1 31 33 27
75 22 27 24 281 26 1 1 23 10 10 33 27
76 22 29 23 155 46 55 1 53 16 15 33 28
77 22 28 20 439 24 11 128 1 1 34 33 27
78 22 25 21 150 19 43 12 3 16 24 33 27
79 22 38 37 251 24 20 1 1 1 19 33 27
80 22 27 26 280 36 11 1 1 1 21 33 27
81 22 36 36 97 24 48 1 1 1 15 33 27
82 22 36 39 233 30 1 1 29 1 24 33 27
83 22 27 27 79 36 34 1 34 15 15 33 28
84 22 31 20 212 39 13 1 20 1 30 33 27
85 22 28 33 421 29 28 206 1 42 26 33 27
86 22 38 37 209 30 34 1 1 1 21 33 27
87 22 22 20 78 35 30 1 104 138 7 33 27
88 22 28 34 220 32 55 1 86 96 14 33 27
89 22 27 22 612 20 1 195 50 98 12 33 27
90 22 26 17 190 32 3 53 44 63 17 33 27
91 22 26 37 191 28 99 1 88 125 1 33 27
92 22 26 19 156 18 1 177 50 79 14 33 27
93 22 25 28 115 24 20 1 90 139 1 33 27
94 22 25 16 321 29 1 228 58 88 9 34 28
95 22 33 31 146 42 27 1 41 25 22 33 27
96 22 35 32 274 25 45 1 1 1 39 33 27
97 22 31 19 183 42 15 1 32 1 20 33 27
98 22 31 30 337 32 1 240 1 1 31 33 27
99 22 24 14 109 21 1 1 59 94 7 33 27
100 22 29 18 308 30 1 1 35 1 14 33 27
101 22 32 38 163 24 54 1 33 1 13 33 27
102 22 34 32 230 30 46 190 1 1 39 33 27
103 22 30 33 224 25 61 136 1 1 28 33 27
104 22 24 16 177 28 50 145 66 91 13 33 27
105 22 31 29 219 31 1 1 1 1 16 33 27
106 22 33 24 329 36 38 1 42 20 9 33 27
107 22 27 22 396 29 1 108 67 88 9 33 28
108 22 33 24 167 26 22 204 1 1 36 33 27
109 22 32 39 92 34 68 1 74 81 14 33 27
110 22 32 34 235 24 82 76 106 179 8 33 28
111 22 29 23 197 23 9 184 1 11 28 33 27
112 22 32 29 153 33 42 1 25 1 14 33 27
113 22 31 29 217 27 1 1 1 1 24 33 27
114 22 43 38 85 34 57 1 1 1 25 33 27
115 22 42 49 107 35 1 1 1 1 39 33 27
116 22 30 19 265 18 1 22 1 1 30 33 27
117 22 28 24 450 38 26 1 70 71 14 33 27
118 22 41 34 282 23 29 150 1 1 36 33 27
119 22 33 40 103 28 26 1 1 1 19 33 27
120 22 29 35 120 34 1 1 145 76 5 33 27
121 22 35 35 76 39 5 1 1 1 41 33 27
122 22 37 30 135 22 21 1 1 1 18 33 27
123 22 36 38 214 40 37 1 1 1 39 33 27
124 22 34 26 166 39 14 1 21 23 33 34 27
125 22 40 45 134 36 1 87 15 12 17 33 28
126 22 24 19 80 37 77 1 35 17 19 33 27
127 22 37 38 77 38 35 1 1 1 45 33 27
128 22 33 28 196 22 59 1 68 97 6 33 27
129 22 30 34 165 29 53 1 51 1 18 33 27
130 22 28 30 215 26 13 72 60 81 11 33 27
131 22 33 44 383 35 27 301 1 1 44 33 27
132 22 34 34 197 29 44 144 1 1 33 33 27
133 22 30 21 194 24 1 1 21 12 22 33 27
134 22 33 35 253 38 51 1 1 1 39 33 27
135 22 31 25 297 25 1 77 16 1 15 33 27
136 22 33 27 120 20 9 1 1 1 23 32 27
137 22 24 24 547 21 64 1 96 150 1 33 27
138 22 36 43 171 35 1 167 1 1 35 34 27
139 22 30 39 289 26 1 304 50 99 20 33 28
140 22 27 20 175 16 36 130 4 20 20 33 27
141 22 36 46 348 39 39 1 1 1 31 33 27
142 22 26 23 114 33 1 227 62 90 11 33 27
143 22 34 48 181 32 44 1 3 1 36 33 27
144 22 28 36 256 28 1 125 45 54 16 33 27
145 22 22 9 217 33 1 381 1 1 27 33 27
146 22 31 14 65 30 16 1 1 1 31 33 27
147 22 25 29 250 35 1 1 50 57 8 33 27
148 22 38 50 337 44 40 28 1 1 32 33 27
149 22 35 37 135 33 41 1 47 47 10 33 27
150 22 31 16 199 35 1 1 1 1 32 33 27
151 22 38 39 90 35 25 1 1 1 33 33 27
152 22 23 21 143 30 71 13 40 1 23 33 27
153 22 29 31 152 28 11 101 1 1 21 33 27
154 22 31 20 267 26 22 193 51 60 13 33 27
155 22 25 31 185 21 35 11 32 18 19 33 27
156 22 27 30 408 17 23 1 75 102 6 33 27
157 22 33 41 137 31 1 1 1 1 30 33 27
158 22 26 29 173 22 38 79 79 109 1 33 27
159 22 30 33 521 27 74 1 35 26 18 33 28
160 22 21 21 202 33 54 183 38 61 21 33 28
161 22 28 21 172 34 1 352 1 1 31 33 27
162 22 36 39 161 27 1 1 20 8 21 33 27
163 22 29 30 212 36 59 1 25 1 22 33 27
164 22 30 30 249 19 19 214 1 1 36 33 27
165 22 30 27 211 28 30 1 12 17 26 33 27
166 22 30 38 279 28 34 244 12 1 28 34 28
167 22 35 40 800 31 1 182 47 67 16 34 28
168 22 36 25 294 33 29 1 22 1 33 33 27
169 22 32 26 198 29 23 56 27 18 19 33 28
170 22 28 21 173 30 16 1 89 123 9 33 27
171 22 29 23 85 23 1 223 1 1 34 33 27
172 22 28 35 285 26 1 106 37 57 13 33 28
173 22 28 33 170 29 25 383 49 106 4 34 28
174 22 28 32 100 29 55 1 31 1 20 33 27
175 22 32 23 210 28 19 1 1 1 30 33 27
176 22 25 12 397 19 1 1 33 31 17 33 27
177 22 26 33 189 20 25 1 59 80 15 33 27
178 22 31 25 109 26 51 1 30 2 26 33 27
179 22 30 35 212 10 18 210 14 24 9 33 27
180 22 31 22 77 27 27 1 12 1 24 33 27
181 22 30 19 143 29 29 20 28 1 23 33 27
182 22 38 45 210 32 87 1 1 1 28 33 27
183 22 29 24 109 28 32 192 49 81 19 33 28
184 22 28 24 356 24 1 21 24 16 20 33 27
185 22 32 38 225 27 7 1 23 15 18 33 27
186 22 31 29 138 27 15 1 57 83 17 33 27
187 22 23 18 173 36 31 1 18 1 20 33 27
188 22 398 60 332 28 455 130 127 101 6 33 27
189 22 28 25 247 23 12 5 1 1 25 33 27
190 22 32 39 175 34 24 1 1 1 28 33 27
